day,job_name,creation_time,distance_unit,included_speed_limits,network_name,zone_id,probe_source,map_version,date_range_id,date_range_name,date_from,date_to,time_set_id,time_set_name,time_set_days,time_set_times,segment_id,new_segment_id,street_name,frc,speed_limit,distance_m,geometry_wkt,harmonic_avg_speed,average_speed,median_speed,speed_stddev,sample_size,normalized_sample_size,average_travel_time,median_travel_time,travel_time_stddev,travel_time_ratio,p5,p10,p15,p20,p25,p30,p35,p40,p45,p50,p55,p60,p65,p70,p75,p80,p85,p90,p95
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202597728256,1285520202597728256,Vikas Marg,1,70,141.02,"LINESTRING(77.24901 28.62812,77.24887 28.62799,77.24875 28.62783,77.24851 28.62745,77.24837 28.62719,77.24828 28.62703)",30.1,31.3,31.5,5.4,185,0.2284,16.89,16.12,4.19,1.16,22,25,26,28,28,28,29,30,31,32,32,33,34,34,35,35,36,38,40
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202597728256,1285520202597728256,Vikas Marg,1,70,141.02,"LINESTRING(77.24901 28.62812,77.24887 28.62799,77.24875 28.62783,77.24851 28.62745,77.24837 28.62719,77.24828 28.62703)",25.1,28.2,29.4,7.0,125,0.1729,20.25,17.27,13.21,1.44,15,19,21,23,25,26,27,28,28,29,30,31,31,32,33,34,35,38,39
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202597728256,1285520202597728256,Vikas Marg,1,70,141.02,"LINESTRING(77.24901 28.62812,77.24887 28.62799,77.24875 28.62783,77.24851 28.62745,77.24837 28.62719,77.24828 28.62703)",24.9,27.7,29.1,6.9,130,0.1724,20.4,17.45,9.51,1.43,12,18,21,23,24,26,27,28,29,29,30,30,31,31,32,33,34,35,38
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202597728256,1285520202597728256,Vikas Marg,1,70,141.02,"LINESTRING(77.24901 28.62812,77.24887 28.62799,77.24875 28.62783,77.24851 28.62745,77.24837 28.62719,77.24828 28.62703)",28.9,30.6,30.7,6.6,113,0.1899,17.55,16.54,4.82,1.3,19,22,24,26,27,29,29,30,30,31,31,32,33,34,34,35,36,37,41
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202602807298,1285520202602807298,Vikas Marg,2,45,47.61,"LINESTRING(77.27111 28.62805,77.27068 28.62796,77.27065 28.62794)",39.5,41.5,41.0,8.2,24,0.0312,4.34,4.18,1.18,1.02,25,34,35,35,37,38,40,40,41,41,44,44,44,46,47,49,51,52,52
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202602807298,1285520202602807298,Vikas Marg,2,45,47.61,"LINESTRING(77.27111 28.62805,77.27068 28.62796,77.27065 28.62794)",41.7,42.7,43.3,6.8,27,0.0333,4.11,3.96,0.65,0.87,33,33,35,37,37,39,41,41,42,43,43,44,44,45,46,48,51,54,55
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202602807298,1285520202602807298,Vikas Marg,2,45,47.61,"LINESTRING(77.27111 28.62805,77.27068 28.62796,77.27065 28.62794)",38.9,40.5,40.7,7.7,43,0.0595,4.4,4.21,1.02,1.1,32,33,34,35,36,37,38,39,40,41,42,42,43,43,44,46,47,49,56
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202602807298,1285520202602807298,Vikas Marg,2,45,47.61,"LINESTRING(77.27111 28.62805,77.27068 28.62796,77.27065 28.62794)",38.3,39.7,38.3,7.6,32,0.0424,4.48,4.48,0.9,0.79,27,31,32,35,35,36,37,37,38,38,39,41,41,43,44,48,50,51,52
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202602807298,1285520202602807298,Vikas Marg,2,45,47.61,"LINESTRING(77.27111 28.62805,77.27068 28.62796,77.27065 28.62794)",39.4,41.8,41.2,9.0,23,0.0387,4.35,4.16,1.33,0.99,30,32,34,35,35,36,39,41,41,41,43,43,46,48,50,50,53,54,54
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202602807300,1285520202602807300,Vikas Marg,2,45,65.41,"LINESTRING(77.27065 28.62794,77.27057 28.6279,77.27047 28.62783,77.27039 28.62775,77.27033 28.62765,77.27029 28.62755,77.27028 28.62748)",38.2,40.3,40.2,8.1,24,0.0312,6.16,5.86,1.8,1.05,26,33,36,36,36,38,38,38,39,40,42,43,43,44,45,48,48,49,52
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202602807300,1285520202602807300,Vikas Marg,2,45,65.41,"LINESTRING(77.27065 28.62794,77.27057 28.6279,77.27047 28.62783,77.27039 28.62775,77.27033 28.62765,77.27029 28.62755,77.27028 28.62748)",41.0,42.0,41.4,6.7,27,0.0333,5.75,5.69,0.97,0.51,32,34,36,38,39,39,39,40,41,41,42,44,44,44,46,47,48,53,54
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202602807300,1285520202602807300,Vikas Marg,2,45,65.41,"LINESTRING(77.27065 28.62794,77.27057 28.6279,77.27047 28.62783,77.27039 28.62775,77.27033 28.62765,77.27029 28.62755,77.27028 28.62748)",39.3,40.2,40.1,6.1,43,0.0595,6.0,5.87,0.92,1.03,30,31,34,35,35,36,39,39,40,40,41,42,42,43,44,45,46,47,49
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202602807300,1285520202602807300,Vikas Marg,2,45,65.41,"LINESTRING(77.27065 28.62794,77.27057 28.6279,77.27047 28.62783,77.27039 28.62775,77.27033 28.62765,77.27029 28.62755,77.27028 28.62748)",39.3,40.4,37.9,7.1,31,0.0411,6.0,6.21,0.99,0.81,32,33,34,34,34,36,36,37,37,38,41,41,44,44,45,46,48,48,56
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202602807300,1285520202602807300,Vikas Marg,2,45,65.41,"LINESTRING(77.27065 28.62794,77.27057 28.6279,77.27047 28.62783,77.27039 28.62775,77.27033 28.62765,77.27029 28.62755,77.27028 28.62748)",42.2,44.1,44.8,7.6,23,0.0387,5.58,5.26,1.56,0.89,34,37,39,40,41,41,43,44,44,45,45,45,45,47,50,52,52,53,54
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202602807302,1285520202602807302,Vikas Marg,2,45,77.67,"LINESTRING(77.27028 28.62748,77.27027 28.62746,77.27027 28.62736,77.27028 28.62727,77.27031 28.62717,77.27036 28.62707,77.27042 28.62699,77.27056 28.62686)",44.6,45.4,44.3,6.4,24,0.0312,6.27,6.31,0.84,1.0,36,38,39,40,41,42,42,42,44,44,45,46,47,47,48,52,53,55,58
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202602807302,1285520202602807302,Vikas Marg,2,45,77.67,"LINESTRING(77.27028 28.62748,77.27027 28.62746,77.27027 28.62736,77.27028 28.62727,77.27031 28.62717,77.27036 28.62707,77.27042 28.62699,77.27056 28.62686)",43.7,44.4,44.4,5.7,27,0.0333,6.4,6.3,0.87,0.92,34,35,40,41,41,42,43,44,44,44,45,46,46,46,48,48,49,53,54
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202602807302,1285520202602807302,Vikas Marg,2,45,77.67,"LINESTRING(77.27028 28.62748,77.27027 28.62746,77.27027 28.62736,77.27028 28.62727,77.27031 28.62717,77.27036 28.62707,77.27042 28.62699,77.27056 28.62686)",44.0,44.5,45.2,4.6,43,0.0595,6.35,6.19,0.69,1.01,37,38,39,40,41,42,44,44,45,45,46,47,47,47,48,48,49,50,52
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202602807302,1285520202602807302,Vikas Marg,2,45,77.67,"LINESTRING(77.27028 28.62748,77.27027 28.62746,77.27027 28.62736,77.27028 28.62727,77.27031 28.62717,77.27036 28.62707,77.27042 28.62699,77.27056 28.62686)",42.6,43.5,42.6,6.5,31,0.0411,6.56,6.56,0.93,0.98,35,36,37,38,39,40,40,41,42,43,44,45,45,46,47,47,50,53,58
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202602807302,1285520202602807302,Vikas Marg,2,45,77.67,"LINESTRING(77.27028 28.62748,77.27027 28.62746,77.27027 28.62736,77.27028 28.62727,77.27031 28.62717,77.27036 28.62707,77.27042 28.62699,77.27056 28.62686)",46.8,47.8,48.1,6.6,23,0.0387,5.97,5.81,0.95,0.95,35,42,43,43,44,44,46,46,47,48,49,51,52,53,53,53,54,55,57
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202602807304,1285520202602807304,Vikas Marg,2,45,296.67,"LINESTRING(77.27056 28.62686,77.27087 28.62656,77.27095 28.6265,77.27105 28.62645,77.27115 28.62641,77.27125 28.62639,77.27137 28.62639,77.27147 28.6264,77.27158 28.62642,77.27168 28.62647,77.27175 28.62652,77.27183 28.62657,77.27189 28.62663,77.27194 28.62671,77.27199 28.62682,77.27201 28.62694,77.272 28.62706,77.27197 28.62718,77.27193 28.62727,77.27186 28.62737,77.27177 28.62748,77.27171 28.62757,77.27162 28.62779)",38.2,38.5,37.8,3.5,24,0.0312,27.99,28.25,2.5,0.97,33,34,36,36,36,36,37,37,37,38,39,40,40,41,41,41,41,42,43
